Entity,Code,Year,share of global production|Bauxite|Mine|tonnes
Albania,ALB,1987,0.017469432
Albania,ALB,1988,0.038674537
Albania,ALB,1989,0.034313593
Albania,ALB,1990,0.020786725
Albania,ALB,1991,0.0072072074
Albania,ALB,1992,0.0038095238
Albania,ALB,1994,0.00018867925
Albania,ALB,1995,0.0013821429
Albania,ALB,1996,0.0028888888
Albania,ALB,1997,0.00365
Albania,ALB,1998,0.0033560975
Albania,ALB,1999,0.0035844962
Australia,AUS,1970,16.013842
Australia,AUS,1971,20.504026
Australia,AUS,1972,22.244993
Australia,AUS,1973,24.994318
Australia,AUS,1974,25.11809
Australia,AUS,1975,28.078876
Australia,AUS,1976,31.11628
Australia,AUS,1977,31.851038
Australia,AUS,1978,29.990755
Australia,AUS,1979,32.261322
Australia,AUS,1980,30.469702
Australia,AUS,1981,29.825783
Australia,AUS,1982,29.791983
Australia,AUS,1983,30.968603
Australia,AUS,1984,36.166183
Australia,AUS,1985,37.81342
Australia,AUS,1986,36.716297
Australia,AUS,1987,37.228954
Australia,AUS,1988,37.15811
Australia,AUS,1989,37.459225
Australia,AUS,1990,36.629204
Australia,AUS,1991,36.48919
Australia,AUS,1992,37.853333
Australia,AUS,1993,37.563637
Australia,AUS,1994,39.77264
Australia,AUS,1995,38.08482
Australia,AUS,1996,36.805984
Australia,AUS,1997,36.4459
Australia,AUS,1998,36.303253
Australia,AUS,1999,37.531784
Australia,AUS,2000,39.560295
Australia,AUS,2001,39.269344
Australia,AUS,2002,37.59375
Australia,AUS,2003,36.341175
Australia,AUS,2004,34.507927
Australia,AUS,2005,33.684643
Australia,AUS,2006,32.010605
Australia,AUS,2007,28.234497
Australia,AUS,2008,28.58821
Australia,AUS,2009,31.659643
Australia,AUS,2010,28.696217
Australia,AUS,2011,27.650156
Australia,AUS,2012,30.15069
Australia,AUS,2013,27.40518
Australia,AUS,2014,30.47713
Australia,AUS,2015,27.520157
Australia,AUS,2016,29.2018
Australia,AUS,2017,29.03266
Australia,AUS,2018,28.137123
Australia,AUS,2019,27.686317
Australia,AUS,2020,26.598465
Australia,AUS,2021,26.822916
Australia,AUS,2022,25.5
Australia,AUS,2023,24.5
Bosnia and Herzegovina,BIH,1992,0.1904762
Bosnia and Herzegovina,BIH,1993,0.09090909
Bosnia and Herzegovina,BIH,1994,0.070754714
Bosnia and Herzegovina,BIH,1995,0.06696428
Bosnia and Herzegovina,BIH,2000,0.18727942
Bosnia and Herzegovina,BIH,2001,0.06569343
Bosnia and Herzegovina,BIH,2002,0.049513888
Bosnia and Herzegovina,BIH,2003,0.3745098
Bosnia and Herzegovina,BIH,2004,0.55908537
Bosnia and Herzegovina,BIH,2005,0.57955056
Bosnia and Herzegovina,BIH,2006,0.4425114
Bosnia and Herzegovina,BIH,2007,0.3922774
Bosnia and Herzegovina,BIH,2008,0.45461294
Bosnia and Herzegovina,BIH,2009,0.265933
Bosnia and Herzegovina,BIH,2010,0.34640545
Bosnia and Herzegovina,BIH,2011,0.27862677
Bosnia and Herzegovina,BIH,2012,0.31633043
Bosnia and Herzegovina,BIH,2013,0.2219983
Bosnia and Herzegovina,BIH,2014,0.23457946
Bosnia and Herzegovina,BIH,2015,0.2678262
Bosnia and Herzegovina,BIH,2016,0.2582549
Bosnia and Herzegovina,BIH,2017,0.24038441
Bosnia and Herzegovina,BIH,2018,0.22294545
Bosnia and Herzegovina,BIH,2019,0.26890284
Bosnia and Herzegovina,BIH,2020,0.15850332
Bosnia and Herzegovina,BIH,2021,0.1758513
Bosnia and Herzegovina,BIH,2022,0.1749815
Brazil,BRA,1970,0.88235295
Brazil,BRA,1971,0.91143316
Brazil,BRA,1972,1.1787366
Brazil,BRA,1973,1.2059659
Brazil,BRA,1974,1.0778894
Brazil,BRA,1975,1.2954545
Brazil,BRA,1976,1.2894057
Brazil,BRA,1977,1.6507937
Brazil,BRA,1978,1.7297543
Brazil,BRA,1979,2.5325005
Brazil,BRA,1980,5.1926627
Brazil,BRA,1981,4.7462425
Brazil,BRA,1982,4.375697
Brazil,BRA,1983,5.4399505
Brazil,BRA,1984,6.7690105
Brazil,BRA,1985,6.300115
Brazil,BRA,1986,6.143151
Brazil,BRA,1987,6.961408
Brazil,BRA,1988,7.5852156
Brazil,BRA,1989,7.2710156
Brazil,BRA,1990,8.627388
Brazil,BRA,1991,9.337117
Brazil,BRA,1992,9.634329
Brazil,BRA,1993,9.770487
Brazil,BRA,1994,9.248393
Brazil,BRA,1995,10.371787
Brazil,BRA,1996,10.75832
Brazil,BRA,1997,9.458987
Brazil,BRA,1998,9.403901
Brazil,BRA,1999,9.815307
Brazil,BRA,2000,10.2753525
Brazil,BRA,2001,9.772336
Brazil,BRA,2002,9.1304865
Brazil,BRA,2003,12.063268
Brazil,BRA,2004,12.507195
Brazil,BRA,2005,12.564382
Brazil,BRA,2006,12.039534
Brazil,BRA,2007,11.5206785
Brazil,BRA,2008,12.543527
Brazil,BRA,2009,12.475789
Brazil,BRA,2010,13.400837
Brazil,BRA,2011,13.238031
Brazil,BRA,2012,13.82917
Brazil,BRA,2013,11.453986
Brazil,BRA,2014,14.074883
Brazil,BRA,2015,12.604422
Brazil,BRA,2016,13.721748
Brazil,BRA,2017,12.361072
Brazil,BRA,2018,9.386188
Brazil,BRA,2019,8.231418
Brazil,BRA,2020,7.9283886
Brazil,BRA,2021,8.59375
Brazil,BRA,2022,7.5
Brazil,BRA,2023,7.75
Canada,CAN,2020,0
Canada,CAN,2021,0
Canada,CAN,2022,0
Canada,CAN,2023,0
China,CHN,1970,0.8650519
China,CHN,1971,0.80515295
China,CHN,1972,0.84745765
China,CHN,1973,0.85227275
China,CHN,1974,0.879397
China,CHN,1975,1.2032086
China,CHN,1976,1.4211886
China,CHN,1977,1.4652015
China,CHN,1978,1.7283951
China,CHN,1979,1.754386
China,CHN,1980,1.9058295
China,CHN,1981,2.1101992
China,CHN,1982,2.4590163
China,CHN,1983,2.668361
China,CHN,1984,2.8669724
China,CHN,1985,3.3254156
China,CHN,1986,3.2879817
China,CHN,1987,3.4934497
China,CHN,1988,3.593429
China,CHN,1989,1.9953398
China,CHN,1990,3.2346902
China,CHN,1991,5.338739
China,CHN,1992,6.343714
China,CHN,1993,5.880182
China,CHN,1994,6.2465096
China,CHN,1995,7.370982
China,CHN,1996,7.588718
China,CHN,1997,7.377049
China,CHN,1998,5.203252
China,CHN,1999,5.5038757
China,CHN,2000,5.8088236
China,CHN,2001,6.3138685
China,CHN,2002,8.999097
China,CHN,2003,9.520915
China,CHN,2004,10.681707
China,CHN,2005,9.779887
China,CHN,2006,9.835026
China,CHN,2007,9.251584
China,CHN,2008,11.239688
China,CHN,2009,13.97756
China,CHN,2010,15.413054
China,CHN,2011,14.635354
China,CHN,2012,17.411976
China,CHN,2013,17.006548
China,CHN,2014,22.950542
China,CHN,2015,20.676054
China,CHN,2016,23.13206
China,CHN,2017,22.402597
China,CHN,2018,20.748158
China,CHN,2019,10.824742
China,CHN,2020,23.70844
China,CHN,2021,23.4375
China,CHN,2022,22.5
China,CHN,2023,23.25
Colombia,COL,2012,0.00015177866
Colombia,COL,2013,0.00037432433
Colombia,COL,2014,0.00023294573
Colombia,COL,2015,0.00029285715
Colombia,COL,2016,0.0002423077
Colombia,COL,2017,0.0007792208
Colombia,COL,2018,0.0040076245
Colombia,COL,2019,0.0046474226
Colombia,COL,2020,0.0024539642
Colombia,COL,2021,0.00083333335
Colombia,COL,2022,0
Cote d'Ivoire,CIV,2016,0
Cote d'Ivoire,CIV,2017,0
Cote d'Ivoire,CIV,2018,0
Cote d'Ivoire,CIV,2019,0
Cote d'Ivoire,CIV,2020,0.069640666
Cote d'Ivoire,CIV,2021,0
Cote d'Ivoire,CIV,2022,0
Croatia,HRV,1992,0.0065504764
Croatia,HRV,1993,0.0015363636
Croatia,HRV,1994,0.0012283019
Croatia,HRV,2009,0.00023923445
Croatia,HRV,2010,0.0009623431
Croatia,HRV,2011,0.0018897637
Croatia,HRV,2012,0.0022490118
Croatia,HRV,2013,0.002777027
Croatia,HRV,2014,0.0035465115
Croatia,HRV,2015,0.004047619
Croatia,HRV,2016,0.0034195804
Croatia,HRV,2017,0.003965909
Croatia,HRV,2018,0.0034545455
Croatia,HRV,2019,0.0036963918
Croatia,HRV,2020,0.003601023
Croatia,HRV,2021,0.0037630207
Croatia,HRV,2022,0.0044375
Dominican Republic,DOM,1970,1.8788928
Dominican Republic,DOM,1971,1.6618358
Dominican Republic,DOM,1972,1.6748844
Dominican Republic,DOM,1973,1.5426136
Dominican Republic,DOM,1974,1.5025126
Dominican Republic,DOM,1975,1.0320855
Dominican Republic,DOM,1976,0.8010336
Dominican Republic,DOM,1977,0.7020757
Dominican Republic,DOM,1978,0.70135677
Dominican Republic,DOM,1979,0.61303043
Dominican Republic,DOM,1980,0.5722668
Dominican Republic,DOM,1981,0.47563893
Dominican Republic,DOM,1982,0.19199243
Dominican Republic,DOM,1987,0.20378931
Dominican Republic,DOM,1988,0.17227925
Dominican Republic,DOM,1989,0.14642039
Dominican Republic,DOM,1990,0.07536637
Dominican Republic,DOM,1991,0.0058684684
Dominican Republic,DOM,2003,0.0042359475
Dominican Republic,DOM,2004,0.049971953
Dominican Republic,DOM,2005,0.3003118
Dominican Republic,DOM,2006,0.047695335
Dominican Republic,DOM,2007,0.053059727
Dominican Republic,DOM,2008,0.030295536
Dominican Republic,DOM,2009,0.025510527
Dominican Republic,DOM,2010,0.0037188285
Dominican Republic,DOM,2011,0
Dominican Republic,DOM,2012,0.004158893
Dominican Republic,DOM,2013,0.25997636
Dominican Republic,DOM,2014,0.6780264
Dominican Republic,DOM,2015,0.5864497
Dominican Republic,DOM,2016,0.0030755245
Dominican Republic,DOM,2017,0
Dominican Republic,DOM,2018,0.0019134898
Dominican Republic,DOM,2019,0.001946134
Dominican Republic,DOM,2020,0.0024232736
Dominican Republic,DOM,2021,0.018624218
Dominican Republic,DOM,2022,0.0260395
Fiji,FJI,2009,0
Fiji,FJI,2010,0
Fiji,FJI,2011,0
Fiji,FJI,2012,0.13816443
Fiji,FJI,2013,0.19080304
Fiji,FJI,2014,0.18971938
Fiji,FJI,2015,0.041063264
Fiji,FJI,2016,0.020804197
Fiji,FJI,2017,0.019480519
Fiji,FJI,2018,0.017008798
Fiji,FJI,2019,0
Fiji,FJI,2020,0
Fiji,FJI,2021,0
Fiji,FJI,2022,0
France,FRA,1970,5.278547
France,FRA,1971,5.127214
France,FRA,1972,5.05547
France,FRA,1973,4.705966
France,FRA,1974,3.6407034
France,FRA,1975,3.4184492
France,FRA,1976,3.010336
France,FRA,1977,2.5140414
France,FRA,1978,2.5209877
France,FRA,1979,2.3906434
France,FRA,1980,2.1580718
France,FRA,1981,2.186401
France,FRA,1982,2.1273644
France,FRA,1983,2.1105464
France,FRA,1984,1.8428899
France,FRA,1985,1.816627
France,FRA,1986,1.5634921
France,FRA,1987,1.5155022
France,FRA,1988,1.0037987
France,FRA,1989,0.53439516
France,FRA,1990,0.43345577
France,FRA,1991,0.16513513
France,FRA,1992,0.099047616
France,FRA,1993,0.13727273
France,FRA,1994,0.12075472
France,FRA,1995,0.11696429
France,FRA,1996,0.14102565
France,FRA,1997,0.13852459
France,FRA,1998,0.13821138
France,FRA,1999,0.13178295
France,FRA,2000,0.1360294
France,FRA,2001,0.11167883
France,FRA,2002,0.104166664
France,FRA,2003,0.11111111
France,FRA,2004,0.103658535
France,FRA,2005,0.098314606
France,FRA,2006,0.08290155
France,FRA,2007,0.07239819
France,FRA,2008,0.045401786
France,FRA,2009,0.062057417
France,FRA,2010,0.038953975
France,FRA,2011,0.031811025
France,FRA,2012,0.027470356
France,FRA,2013,0.033783782
France,FRA,2014,0.02751938
France,FRA,2015,0.023809524
France,FRA,2016,0.03846154
France,FRA,2017,0.042532466
France,FRA,2018,0.04070381
France,FRA,2019,0.03113402
France,FRA,2020,0.03158568
France,FRA,2021,0.0371875
France,FRA,2022,0.0295
Germany,DEU,2020,0
Germany,DEU,2021,0
Germany,DEU,2022,0
Germany,DEU,2023,0
Ghana,GHA,1970,0.5916955
Ghana,GHA,1971,0.52012885
Ghana,GHA,1972,0.5161787
Ghana,GHA,1973,0.44886363
Ghana,GHA,1974,0.40703517
Ghana,GHA,1975,0.4197861
Ghana,GHA,1976,0.34496123
Ghana,GHA,1977,0.34554335
Ghana,GHA,1978,0.4048148
Ghana,GHA,1979,0.2752047
Ghana,GHA,1980,0.25235426
Ghana,GHA,1981,0.21254396
Ghana,GHA,1982,0.08007566
Ghana,GHA,1983,0.08945362
Ghana,GHA,1984,0.055619266
Ghana,GHA,1985,0.20130642
Ghana,GHA,1986,0.23129252
Ghana,GHA,1987,0.2128821
Ghana,GHA,1988,0.2949692
Ghana,GHA,1989,0.3369903
Ghana,GHA,1990,0.3381416
Ghana,GHA,1991,0.43702704
Ghana,GHA,1992,0.32209525
Ghana,GHA,1993,0.3851818
Ghana,GHA,1994,0.40198115
Ghana,GHA,1995,0.45794642
Ghana,GHA,1996,0.40444446
Ghana,GHA,1997,0.42557377
Ghana,GHA,1998,0.3125252
Ghana,GHA,1999,0.27539614
Ghana,GHA,2000,0.3704588
Ghana,GHA,2001,0.50556207
Ghana,GHA,2002,0.47475973
Ghana,GHA,2003,0.32334378
Ghana,GHA,2004,0.3036951
Ghana,GHA,2005,0.3408427
Ghana,GHA,2006,0.43615285
Ghana,GHA,2007,0.46758732
Ghana,GHA,2008,0.35535714
Ghana,GHA,2009,0.21052632
Ghana,GHA,2010,0.21431297
Ghana,GHA,2011,0.15750748
Ghana,GHA,2012,0.29753795
Ghana,GHA,2013,0.27938986
Ghana,GHA,2014,0.3093465
Ghana,GHA,2015,0.34510374
Ghana,GHA,2016,0.39988673
Ghana,GHA,2017,0.47953442
Ghana,GHA,2018,0.2965695
Ghana,GHA,2019,0.28771496
Ghana,GHA,2020,0.2972087
Ghana,GHA,2021,0.21861067
Ghana,GHA,2022,0.19330326
Greece,GRC,1970,3.9653978
Greece,GRC,1971,4.652174
Greece,GRC,1972,3.7627118
Greece,GRC,1973,3.903409
Greece,GRC,1974,3.496231
Greece,GRC,1975,4.018717
Greece,GRC,1976,0.031007752
Greece,GRC,1977,3.5189254
Greece,GRC,1978,3.227584
Greece,GRC,1979,3.1850936
Greece,GRC,1980,3.653426
Greece,GRC,1981,3.808701
Greece,GRC,1982,3.6416836
Greece,GRC,1983,3.0943406
Greece,GRC,1984,2.621726
Greece,GRC,1985,2.780368
Greece,GRC,1986,2.6246734
Greece,GRC,1987,2.6812096
Greece,GRC,1988,2.5264702
Greece,GRC,1989,2.4757428
Greece,GRC,1990,2.2221558
Greece,GRC,1991,1.950246
Greece,GRC,1992,1.9794714
Greece,GRC,1993,2.0049982
Greece,GRC,1994,2.0720482
Greece,GRC,1995,1.9644777
Greece,GRC,1996,2.095499
Greece,GRC,1997,1.5385107
Greece,GRC,1998,1.3935146
Greece,GRC,1999,1.4593062
Greece,GRC,2000,1.3371507
Greece,GRC,2001,1.3892555
Greece,GRC,2002,1.7305555
Greece,GRC,2003,1.5803921
Greece,GRC,2004,1.4610152
Greece,GRC,2005,1.3715972
Greece,GRC,2006,1.1206735
Greece,GRC,2007,0.9619457
Greece,GRC,2008,0.9705357
Greece,GRC,2009,0.92583734
Greece,GRC,2010,0.7958159
Greece,GRC,2011,0.9149606
Greece,GRC,2012,0.71778655
Greece,GRC,2013,0.62297297
Greece,GRC,2014,0.7271318
Greece,GRC,2015,0.62278914
Greece,GRC,2016,0.6573427
Greece,GRC,2017,0.62564933
Greece,GRC,2018,0.471261
Greece,GRC,2019,0.3845361
Greece,GRC,2020,0.3652174
Greece,GRC,2021,0.31966093
Greece,GRC,2022,0.3
Greece,GRC,2023,0.3
Guinea,GIN,1970,4.49827
Guinea,GIN,1971,3.236715
Guinea,GIN,1972,3.1571648
Guinea,GIN,1973,5.255682
Guinea,GIN,1974,9.547739
Guinea,GIN,1975,11.2379675
Guinea,GIN,1976,14.620155
Guinea,GIN,1977,13.273504
Guinea,GIN,1978,14.380247
Guinea,GIN,1979,15.647953
Guinea,GIN,1980,15.595291
Guinea,GIN,1981,15.031653
Guinea,GIN,1982,14.914754
Guinea,GIN,1983,14.276238
Guinea,GIN,1984,14.872821
Guinea,GIN,1985,13.954869
Guinea,GIN,1986,16.962585
Guinea,GIN,1987,17.918121
Guinea,GIN,1988,18.33573
Guinea,GIN,1989,17.035923
Guinea,GIN,1990,14.292035
Guinea,GIN,1991,15.373874
Guinea,GIN,1992,15.23487
Guinea,GIN,1993,15.4948225
Guinea,GIN,1994,13.993773
Guinea,GIN,1995,15.833439
Guinea,GIN,1996,15.805641
Guinea,GIN,1997,13.532787
Guinea,GIN,1998,13.560015
Guinea,GIN,1999,13.503179
Guinea,GIN,2000,13.229339
Guinea,GIN,2001,12.636569
Guinea,GIN,2002,12.138889
Guinea,GIN,2003,11.1583
Guinea,GIN,2004,11.46067
Guinea,GIN,2005,10.807472
Guinea,GIN,2006,9.732605
Guinea,GIN,2007,8.3796425
Guinea,GIN,2008,7.8938975
Guinea,GIN,2009,7.0690145
Guinea,GIN,2010,6.505687
Guinea,GIN,2011,6.9264174
Guinea,GIN,2012,7.044664
Guinea,GIN,2013,6.8746624
Guinea,GIN,2014,7.863566
Guinea,GIN,2015,7.110544
Guinea,GIN,2016,11.337039
Guinea,GIN,2017,16.786222
Guinea,GIN,2018,17.470295
Guinea,GIN,2019,18.085909
Guinea,GIN,2020,21.994884
Guinea,GIN,2021,22.395834
Guinea,GIN,2022,25
Guinea,GIN,2023,24.25
Guyana,GUY,1970,5.555363
Guyana,GUY,1971,3.7552335
Guyana,GUY,1972,5.742681
Guyana,GUY,1973,5.1448865
Guyana,GUY,1974,4.530151
Guyana,GUY,1975,5.1189837
Guyana,GUY,1976,4.015504
Guyana,GUY,1977,4.0830283
Guyana,GUY,1978,4.2950616
Guyana,GUY,1979,3.922807
Guyana,GUY,1980,3.4215248
Guyana,GUY,1981,2.8087926
Guyana,GUY,1982,3.9230692
Guyana,GUY,1983,2.8387623
Guyana,GUY,1984,3.4812477
Guyana,GUY,1985,2.557228
Guyana,GUY,1986,2.351381
Guyana,GUY,1987,2.5671353
Guyana,GUY,1988,1.8212526
Guyana,GUY,1989,1.2826029
Guyana,GUY,1990,1.2601575
Guyana,GUY,1991,1.9332496
Guyana,GUY,1992,2.2607229
Guyana,GUY,1993,1.8938181
Guyana,GUY,1994,1.8784264
Guyana,GUY,1995,1.8107858
Guyana,GUY,1996,2.115777
Guyana,GUY,1997,2.0253239
Guyana,GUY,1998,1.8433887
Guyana,GUY,1999,1.8288931
Guyana,GUY,2000,1.9775375
Guyana,GUY,2001,1.4681029
Guyana,GUY,2002,1.1383792
Guyana,GUY,2003,1.1191084
Guyana,GUY,2004,0.9017665
Guyana,GUY,2005,0.9517562
Guyana,GUY,2006,0.76615024
Guyana,GUY,2007,1.0148995
Guyana,GUY,2008,0.93403435
Guyana,GUY,2009,0.71049523
Guyana,GUY,2010,0.45293388
Guyana,GUY,2011,0.71590513
Guyana,GUY,2012,0.87508774
Guyana,GUY,2013,0.578798
Guyana,GUY,2014,0.6060322
Guyana,GUY,2015,0.51920646
Guyana,GUY,2016,0.51716435
Guyana,GUY,2017,0.4737737
Guyana,GUY,2018,0.56482494
Guyana,GUY,2019,0.49478015
Guyana,GUY,2020,0.15554169
Guyana,GUY,2021,0.1610552
Guyana,GUY,2022,0.17640775
Haiti,HTI,1970,1.117647
Haiti,HTI,1971,1.2109501
Haiti,HTI,1972,1.1864407
Haiti,HTI,1973,1.1221591
Haiti,HTI,1974,0.99623114
Haiti,HTI,1975,0.69786096
Haiti,HTI,1976,0.85271317
Haiti,HTI,1977,0.9023199
Haiti,HTI,1978,0.77074075
Haiti,HTI,1979,0.5102924
Haiti,HTI,1980,0.3293722
Haiti,HTI,1981,0.4803048
Haiti,HTI,1982,0.47540984
Hungary,HUN,1970,3.4982698
Hungary,HUN,1971,3.3655396
Hungary,HUN,1972,3.633282
Hungary,HUN,1973,3.6931818
Hungary,HUN,1974,3.4560301
Hungary,HUN,1975,3.8636363
Hungary,HUN,1976,3.7700257
Hungary,HUN,1977,3.6007326
Hungary,HUN,1978,3.5790124
Hungary,HUN,1979,3.4807017
Hungary,HUN,1980,3.307175
Hungary,HUN,1981,0.34466588
Hungary,HUN,1982,3.3127365
Hungary,HUN,1983,3.7064803
Hungary,HUN,1984,3.433061
Hungary,HUN,1985,3.3429823
Hungary,HUN,1986,3.4266405
Hungary,HUN,1987,3.3853712
Hungary,HUN,1988,2.6622176
Hungary,HUN,1989,2.5669904
Hungary,HUN,1990,2.2646902
Hungary,HUN,1991,1.8348649
